chr	start	end	strand	transcript_id	gene_name	TSS
chr13	23581568	23581969	+	NM_175654	H4c4	23581568
chr13	23583670	23621094	-	NM_001177653	H2bc6	23621094
chr13	23583670	23621124	-	NM_178194	H2bc6	23621124
chr13	23585526	23585970	-	NM_001290530	H2bc6	23585970
chr13	23621777	23622558	-	NM_015787	H1f4	23622558
chr13	23683473	23683959	-	NM_178189	H2ac6	23683959
chr13	23684199	23684667	+	NM_001290380	H2bc4	23684199
chr13	23684199	23692480	+	NM_023422	H2bc4	23684199
chr13	23695811	23696545	+	NM_010377	H1f6	23695811
chr13	23698084	23698458	-	NM_178208	H4c3	23698458
chr13	23702034	23710854	-	NM_001347493	Hfe	23710854
chr13	23702034	23710854	-	NM_010424	Hfe	23710854
chr13	23738807	23739531	+	NM_015786	H1f2	23738807
chr13	23745042	23745521	-	NM_175653	H3c3	23745521
chr13	23746734	23747223	+	NM_175664	H2bc3	23746734
chr13	23751088	23751592	+	NM_175660	H2ac4	23751088
chr13	23752345	23752840	+	NM_178203	H3c2	23752345
chr13	23756937	23757386	+	NM_178193	H4c2	23756937
chr13	23760795	23761249	-	NM_178192	H4c1	23761249
chr13	23761885	23762386	-	NM_013550	H3c1	23762386
chr13	23763668	23764412	+	NM_030609	H1f1	23763668
chr13	23782541	23791528	+	NM_001029935	Trim38	23782541
chr13	23807027	23823525	+	NM_144836	Slc17a2	23807027
chr13	23839434	23860714	+	NM_134069	Slc17a3	23839434
chr13	23839434	23860714	+	NM_001164743	Slc17a3	23839434
chr13	23869018	23895730	+	NR_121611	Slc17a1	23869018
chr13	23870273	23895730	+	NM_001170638	Slc17a1	23870273
chr13	23870273	23895730	+	NM_009198	Slc17a1	23870273
chr13	23897889	23915007	-	NM_177016	Slc17a4	23915007
chr13	23933725	23934156	-	NM_175663	H2bc1	23934156
chr13	23934437	23934913	+	NM_175658	H2ac1	23934437
chr13	23953457	23991214	-	NM_145399	Scgn	23991214
chr13	24012481	24280790	-	NM_001311122	Carmil1	24280790
chr13	24012484	24280790	-	NM_026825	Carmil1	24280790
chr13	24327404	24477289	+	NM_001111110	Cmah	24327404
chr13	24327404	24477289	+	NM_001284519	Cmah	24327404
chr13	24415122	24477289	+	NM_001284520	Cmah	24415122
chr13	24415122	24477289	+	NM_007717	Cmah	24415122
chr13	24582189	24733806	+	NM_001286100	Ripor2	24582189
chr13	24598125	24604767	-	NR_024599	Gm11346	24604767
chr13	24614606	24706001	+	NM_178658	Ripor2	24614606
chr13	24614606	24706001	+	NM_001286101	Ripor2	24614606
chr13	24638648	24733806	+	NM_029679	Ripor2	24638648
chr13	24638648	24706001	+	NM_001080381	Ripor2	24638648
chr13	24741221	24746594	+	NM_001370932	Armh2	24741221
chr13	24751845	24761937	-	NM_020567	Gmnn	24761937
chr13	24801657	24812899	+	NM_024473	BC005537	24801657
chr13	24817955	24831489	-	NM_025790	Acot13	24831489
chr13	24831659	24842153	+	NM_019551	Tdp2	24831659
chr13	24845131	24901439	+	NM_001081051	D130043K22Rik	24845131
chr13	24845131	24901439	+	NR_131787	D130043K22Rik	24845131
chr13	24905600	24911780	+	NR_045182	4932702P03Rik	24905600
chr13	24907579	24937661	-	NM_172532	Aldh5a1	24937661
chr13	24937401	24939049	+	NR_102323	9330162012Rik	24937401
chr13	24943152	24991936	+	NM_008156	Gpld1	24943152
chr13	24980055	24980118	+	NR_162783	Mir12184	24980055
chr13	24992295	25020317	-	NM_001013389	Mrs2	25020317
chr13	25056004	25210706	+	NM_177577	Dcdc2a	25056004
chr13	25056004	25121521	+	NM_001195617	Dcdc2a	25056004
chr13	25252039	25269996	-	NM_009513	Nrsn1	25269996
chr13	25921035	25966316	-	NR_045062	Gm11351	25966316
chr13	26283159	26312406	-	NR_045933	1700092E19Rik	26312406
chr13	26768172	26770165	-	NM_008232	Hdgfl1	26770165
chr13	27057570	27065203	+	NM_011164	Prl	27057570
chr13	27057570	27065203	+	NM_001163530	Prl	27057570
chr13	27094189	27100260	+	NM_008864	Prl3d1	27094189
chr13	27094189	27100260	+	NM_001205322	Prl3d1	27094189
chr13	27121695	27127554	+	NM_172155	Prl3d2	27121695
chr13	27156794	27162592	+	NM_172156	Prl3d3	27156794
chr13	27156794	27162592	+	NM_001361097	Prl3d3	27156794
chr13	27196660	27203750	+	NM_013766	Prl3c1	27196660
chr13	27198903	27203750	+	NM_001163218	Prl3c1	27198903
chr13	27242430	27249681	+	NM_008865	Prl3b1	27242430
chr13	27259489	27276660	+	NM_025896	Prl3a1	27259489
chr13	27312627	27319252	+	NM_011166	Prl6a1	27312627
chr13	27345673	27354215	+	NM_010088	Prl8a2	27345673
chr13	27345673	27354215	+	NM_001289919	Prl8a2	27345673
chr13	27383345	27390846	-	NM_025532	Prl2b1	27390846
chr13	27432681	27438688	-	NM_001271378	Prl8a6	27438688
chr13	27432681	27438688	-	NM_011167	Prl8a6	27438688
chr13	27432681	27438688	-	NM_001271379	Prl8a6	27438688
chr13	27432681	27438688	-	NR_073166	Prl8a6	27438688
chr13	27506968	27513217	-	NM_001311125	Prl8a8	27513217
chr13	27506968	27513217	-	NM_023741	Prl8a8	27513217
chr13	27506968	27513217	-	NM_001360896	Prl8a8	27513217
chr13	27506968	27513217	-	NM_001360895	Prl8a8	27513217
chr13	27557996	27564606	-	NM_023332	Prl8a9	27564606
chr13	27557996	27564606	-	NM_001316721	Prl8a9	27564606
chr13	27573922	27582171	-	NM_028477	Prl8a1	27582171
chr13	27601819	27610582	-	NM_029355	Prl7b1	27610582
chr13	27633364	27642493	-	NM_001164058	Prl7a1	27642493
chr13	27633364	27642493	-	NM_008930	Prl7a1	27642493
chr13	27658584	27668036	-	NM_011168	Prl7a2	27668036
chr13	27708998	27716737	-	NM_011120	Prl7d1	27716737
chr13	27708998	27716736	-	NM_001360090	Prl7d1	27716736
chr13	27773600	27780804	-	NM_001368392	Prl7c1	27780804
chr13	27773600	27780804	-	NM_026206	Prl7c1	27780804
chr13	27801655	27808716	+	NM_019991	Prl2a1	27801655
chr13	27849341	27857790	+	NM_001361045	Prl2c1	27849341
chr13	27849342	27857708	+	NM_001045532	Prl2c1	27849342
chr13	28016212	28023548	+	NM_011165	Prl4a1	28016212
chr13	28142484	28151595	+	NM_023746	Prl5a1	28142484
chr13	28460034	28885422	-	NR_045053	2610307P16Rik	28885422
chr13	28460034	28885422	-	NR_045054	2610307P16Rik	28885422
chr13	28710781	28710873	-	NR_105787	Mir6368	28710873
chr13	28948920	28953699	-	NM_009238	Sox4	28953699
chr13	29014414	29028804	+	NR_045077	A330102I10Rik	29014414
chr13	29016255	29028804	+	NR_045075	A330102I10Rik	29016255
chr13	29016255	29040336	+	NR_045074	A330102I10Rik	29016255
chr13	29016255	29040336	+	NR_045073	A330102I10Rik	29016255
chr13	29191746	29855673	-	NR_131896	Cdkal1	29855673
chr13	29325301	29855673	-	NM_144536	Cdkal1	29855673
chr13	29802441	29855673	-	NM_001308486	Cdkal1	29855673
chr13	29906575	29986063	-	NM_010093	E2f3	29986063
chr13	29906575	29984391	-	NM_001289920	E2f3	29984391
chr13	29906575	29984391	-	NM_001359994	E2f3	29984391
chr13	30136490	30246694	+	NM_153546	Mboat1	30136490
chr13	30336356	30382867	+	NM_177322	Agtr1a	30336356
chr13	30540312	30545316	-	NM_025710	Uqcrfs1	30545316
chr13	30615043	30624258	+	NR_045975	4930519D14Rik	30615043
chr13	30660059	30711232	+	NM_001037955	Dusp22	30660059
chr13	30660059	30711232	+	NM_134068	Dusp22	30660059
chr13	30749233	30766981	+	NM_001347508	Irf4	30749233
chr13	30749233	30766981	+	NM_013674	Irf4	30749233
chr13	30813918	30974047	-	NM_025588	Exoc2	30974047
chr13	30813918	30950298	-	NM_001360093	Exoc2	30950298
chr13	30946576	30947761	-	NM_153072	Hus1b	30947761
chr13	31213410	31241086	-	NR_045957	4930401O12Rik	31241086
chr13	31558170	31560974	+	NM_008239	Foxq1	31558170
chr13	31565492	31582513	-	NR_029439	1700018A04Rik	31582513
chr13	31625816	31631406	+	NM_010225	Foxf2	31625816
chr13	31806646	31810635	+	NM_008592	Foxc1	31806646
chr13	31819586	32338544	-	NM_146041	Gmds	32338544
chr13	32700824	32783964	-	NM_001368880	Mylk4	32783964
chr13	32802030	32822610	+	NM_030215	Wrnip1	32802030
chr13	32842092	32851185	-	NM_025429	Serpinb1a	32851185
chr13	32881397	32898140	-	NM_173051	Serpinb1c	32898140
chr13	32965261	32979064	+	NM_011454	Serpinb6b	32965261
chr13	33004541	33017955	+	NM_009256	Serpinb9	33004541
chr13	33027414	33040588	+	NM_011452	Serpinb9b	33027414
chr13	33084103	33094380	+	NM_173052	Serpinb1b	33084103
chr13	33149275	33159754	-	NM_001164524	Serpinb9c	33159754
chr13	33149275	33158351	-	NM_011453	Serpinb9c	33158351
chr13	33192955	33203981	+	NM_011460	Serpinb9d	33192955
chr13	33249608	33260846	+	NM_011456	Serpinb9e	33249608
chr13	33324077	33335366	+	NM_183197	Serpinb9f	33324077
chr13	33395673	33405145	+	NM_001370927	Serpinb9h	33395673
chr13	33484790	33496000	+	NM_011455	Serpinb9g	33484790
chr13	33562486	33569317	-	NR_131141	Gm6093	33569317
chr13	33562486	33568869	-	NR_131140	Gm6093	33568869
chr13	33661405	33671585	+	NM_001076790	Serpinb6d	33661405
chr13	33661475	33671585	+	NM_001300892	Serpinb6d	33661475
chr13	33832345	33843408	-	NM_001045535	Serpinb6e	33843408
chr13	33879816	33905708	-	NM_148942	Serpinb6c	33905708
chr13	33917918	34002794	-	NM_001243192	Serpinb6a	34002794
chr13	33917918	33936083	-	NM_001164117	Serpinb6a	33936083
chr13	33917918	33936083	-	NM_009254	Serpinb6a	33936083
chr13	33917918	33936083	-	NM_001164118	Serpinb6a	33936083
chr13	33936032	33960181	+	NR_040707	1110046J04Rik	33936032
chr13	33964659	33988465	+	NM_020282	Nqo2	33964659
chr13	33964659	33988465	+	NM_001163239	Nqo2	33964659
chr13	33964659	33988465	+	NM_001163241	Nqo2	33964659
chr13	33967153	33988465	+	NM_001163242	Nqo2	33967153
chr13	34002363	34035170	+	NM_001359997	Ripk1	34002363
chr13	34002874	34035170	+	NM_009068	Ripk1	34002874
chr13	34037641	34074074	+	NM_026512	Bphl	34037641
chr13	34074280	34078008	-	NM_009450	Tubb2a	34078008
chr13	34084155	34113272	-	NR_046184	4930447K03Rik	34113272
chr13	34127008	34130354	-	NM_023716	Tubb2b	34130354
chr13	34162964	34178172	+	NM_001110515	Psmg4	34162964
chr13	34162964	34178172	+	NM_001101430	Psmg4	34162964
chr13	34179158	34345182	-	NM_001033167	Slc22a23	34345182
chr13	34627841	34652681	-	NM_025831	Pxdc1	34652681
chr13	34652923	34666774	+	NR_105041	Gm15908	34652923
chr13	34739642	34747622	+	NM_138746	Fam50b	34739642
chr13	34875494	34902878	+	NM_013830	Prpf4b	34875494
chr13	34909964	34919992	-	NM_027967	Fam217a	34919992
chr13	34924409	34953196	+	NM_025750	4933417A18Rik	34924409
chr13	34946614	34963809	-	NM_026947	Eci3	34963809
chr13	34977748	34994144	-	NR_073427	Eci2	34994144
chr13	34977748	34994144	-	NM_001110331	Eci2	34994144
chr13	34977748	34994144	-	NM_011868	Eci2	34994144
chr13	35167146	35167804	-	NR_153831	4930529N20Rik	35167804
chr13	35181623	35188014	+	NR_045616	1700011B04Rik	35181623
chr13	35210660	35212048	-	NR_126478	1700019C18Rik	35212048
chr13	35659862	35874064	+	NM_009881	Cdyl	35659862
chr13	35741402	35874064	+	NM_001123386	Cdyl	35741402
chr13	35895104	35906347	-	NM_145938	Rpp40	35906347
chr13	35967906	35970388	+	NM_029628	Ppp1r3g	35967906
chr13	35978797	36117357	-	NM_201358	Lyrm4	36117357
chr13	36117643	36537595	+	NM_024274	Fars2	36117643
chr13	36117643	36537595	+	NM_001039189	Fars2	36117643
chr13	36725622	36734477	-	NM_153529	Nrn1	36734477
chr13	36725626	36730689	-	NM_001374754	Nrn1	36730689
chr13	36867178	37050244	-	NM_001166391	F13a1	37050244
chr13	36867178	37049213	-	NM_028784	F13a1	37049213
chr13	37345345	37419036	+	NM_010745	Ly86	37345345
chr13	37826038	37935534	+	NM_026830	Rreb1	37826038
chr13	37826912	37935534	+	NM_001177868	Rreb1	37826912
chr13	37826912	37952002	+	NR_033615	Rreb1	37826912
chr13	37827393	37935534	+	NM_001039188	Rreb1	37827393
chr13	37888434	37952005	+	NR_033218	Rreb1	37888434
chr13	37888871	37952002	+	NM_001177869	Rreb1	37888871
chr13	37971401	37994208	-	NM_025965	Ssr1	37994208
chr13	37975991	37994208	-	NM_001360842	Ssr1	37994208
chr13	38006052	38036937	-	NM_027724	Cage1	38036937
chr13	38036989	38061433	+	NM_024242	Riok1	38036989
chr13	38151294	38198577	+	NM_023842	Dsp	38151294
chr13	38204939	38227663	+	NM_026382	Snrnp48	38204939
chr13	38345716	38500314	+	NM_007556	Bmp6	38345716
chr13	38460241	38461793	-	NR_131033	4930579J19Rik	38461793
chr13	38500271	38527914	-	NM_001289599	Txndc5	38527914
chr13	38500271	38528484	-	NM_145367	Txndc5	38528484
chr13	38500271	38528824	-	NM_001289598	Txndc5	38528824
chr13	38602701	38635092	-	NM_139063	Bloc1s5	38635092
chr13	38645691	38659028	-	NM_025380	Eef1e1	38659028
chr13	38932132	38960879	-	NM_001170431	Slc35b3	38960879
chr13	38932140	38960537	-	NM_001170430	Slc35b3	38960537
chr13	38932140	38960537	-	NM_134060	Slc35b3	38960537
chr13	38960619	38966297	+	NR_131019	5033403F01Rik	38960619
chr13	40001882	40288011	-	NM_172143	Ofcc1	40288011
chr13	40715302	40733795	-	NM_011547	Tfap2a	40733795
chr13	40715302	40734920	-	NM_001301674	Tfap2a	40734920
chr13	40715303	40730457	-	NM_001122948	Tfap2a	40730457
chr13	40727808	40735162	+	NR_125899	Gm26688	40727808
chr13	40859768	40960892	+	NM_023887	Gcnt2	40859768
chr13	40886758	40960892	+	NM_008105	Gcnt2	40886758
chr13	40917634	40960892	+	NM_133219	Gcnt2	40917634
chr13	40956416	41001146	-	NR_155347	A730081D07Rik	41001146
chr13	41001010	41013033	+	NM_026550	Pak1ip1	41001010
chr13	41016250	41022582	+	NM_025387	Tmem14c	41016250
chr13	41016250	41022582	+	NM_001360770	Tmem14c	41016250
chr13	41025120	41079706	-	NM_001145802	Mak	41079706
chr13	41025120	41070465	-	NM_008547	Mak	41070465
chr13	41025120	41079706	-	NM_001145803	Mak	41079706
chr13	41101427	41109988	-	NM_008104	Gcm2	41109988
chr13	41118011	41174351	+	NM_001324525	Sycp2l	41118011
chr13	41182382	41220403	-	NM_019423	Elovl2	41220403
chr13	41182382	41220162	-	NM_001311121	Elovl2	41220162
chr13	41249844	41276577	+	NM_001135577	Smim13	41249844
chr13	41309916	41359001	-	NM_017464	Nedd9	41359001
chr13	41309916	41487360	-	NM_001111324	Nedd9	41487360
chr13	41605882	41641354	+	NM_001163572	Tmem170b	41605882
chr13	41605882	41641354	+	NM_001368686	Tmem170b	41605882
chr13	41763148	41847488	-	NM_175417	Adtrp	41847488
chr13	41763148	41847616	-	NM_001145875	Adtrp	41847616
chr13	41865915	41913092	+	NR_033545	Gm10790	41865915
chr13	42052021	42185026	+	NM_007772	Hivep1	42052021
chr13	42301476	42307990	+	NM_010104	Edn1	42301476
chr13	42680799	43138512	+	NM_001302635	Phactr1	42680799
chr13	42709581	43138512	+	NM_001005740	Phactr1	42709581
chr13	42866247	43138512	+	NM_001302636	Phactr1	42866247
chr13	43122839	43138512	+	NM_001005748	Phactr1	43122839
chr13	43151742	43171501	-	NM_025935	Tbc1d7	43171501
chr13	43151742	43171501	-	NM_001252639	Tbc1d7	43171501
chr13	43151742	43171501	-	NM_001252640	Tbc1d7	43171501
chr13	43195519	43304172	-	NM_001033399	Gfod1	43304172
chr13	43370716	43395203	+	NM_178848	Sirt5	43370716
chr13	43398376	43402858	+	NM_023554	Nol7	43398376
chr13	43402673	43480973	-	NM_019930	Ranbp9	43480973
chr13	43538406	43560191	-	NM_001081059	Mcur1	43560191
chr13	43615797	43670944	+	NM_183204	Rnf182	43615797
chr13	43716791	43719038	+	NR_046022	Gm20751	43716791
chr13	43785112	43803133	+	NM_009856	Cd83	43785112
chr13	43785112	43803133	+	NM_001289915	Cd83	43785112
chr13	44121167	44125179	+	NR_045285	Gm5083	44121167
chr13	44193589	44216487	-	NR_045088	A330076C08Rik	44216487
chr13	44439727	44457567	+	NR_045489	1700029N11Rik	44439727
chr13	44730774	44921643	+	NM_001205044	Jarid2	44730774
chr13	44730774	44921643	+	NM_021878	Jarid2	44730774
chr13	44731271	44921643	+	NM_001360281	Jarid2	44731271
chr13	44731271	44921643	+	NM_001205043	Jarid2	44731271
chr13	44922080	45002096	-	NM_025772	Dtnbp1	45002096
chr13	45389742	45411940	+	NM_153789	Mylip	45389742
chr13	45507444	45546386	+	NM_025508	Gmpr	45507444
chr13	45549756	45964991	-	NM_001199305	Atxn1	45964991
chr13	45549756	45964991	-	NM_001199304	Atxn1	45964991
chr13	45549756	45964991	-	NM_009124	Atxn1	45964991
chr13	46273721	46300115	+	NM_001005422	Stmnd1	46273721
chr13	46418300	46431099	+	NM_001081425	Rbm24	46418300
chr13	46501903	46650281	+	NM_026056	Cap2	46501903
chr13	46669522	46675773	+	NM_001033192	Fam8a1	46669522
chr13	46679902	46727849	-	NM_175749	Nup153	46727849
chr13	46749088	46929718	-	NM_010617	Kif13a	46929718
chr13	47012557	47014850	-	NM_175340	Nhlrc1	47014850
chr13	47023543	47043217	-	NM_016785	Tpmt	47043217
chr13	47043499	47085279	+	NM_172262	Kdm1b	47043499
chr13	47084767	47106221	-	NM_025900	Dek	47106221
chr13	47122720	47247991	+	NM_146042	Rnf144b	47122720
chr13	47143940	47148670	-	NR_126083	A930002C04Rik	47148670
chr13	47194003	47247991	+	NM_001170643	Rnf144b	47194003
chr13	47667550	47668393	+	NR_153835	4930471G24Rik	47667550
chr13	47910435	47934301	+	NR_045156	G630093K05Rik	47910435
chr13	47960330	48018608	-	NR_038004	4931429P17Rik	48018608
chr13	48044231	48262623	-	NR_102303	A330033J07Rik	48262623
chr13	48261116	48266028	+	NM_031166	Id4	48261116
chr13	48272418	48273884	-	NR_045162	A330048O09Rik	48273884
chr13	48487660	48513410	-	NM_001164575	Zfp169	48513410
chr13	48487660	48513436	-	NM_001164576	Zfp169	48513436
chr13	48487660	48513436	-	NM_026450	Zfp169	48513436
chr13	48536012	48536114	-	NR_029656	Mirlet7d	48536114
chr13	48537829	48537917	-	NR_029731	Mirlet7f-1	48537917
chr13	48538179	48538272	-	NR_029725	Mirlet7a-1	48538272
chr13	48577869	48625672	-	NM_001301781	Ptpdc1	48625672
chr13	48577869	48625672	-	NM_207232	Ptpdc1	48625672
chr13	48577869	48593391	-	NM_001374755	Ptpdc1	48593391
chr13	48663036	48666507	+	NM_007526	Barx1	48663036
chr13	48801750	48870885	-	NM_011078	Phf2	48870885
chr13	48879216	48968060	-	NM_001033268	Fam120a	48968060
chr13	48968112	48969905	+	NR_015601	Fam120aos	48968112
chr13	49036302	49148328	-	NM_001290313	Wnk2	49148328
chr13	49036302	49148328	-	NM_029361	Wnk2	49148328
chr13	49037601	49148328	-	NM_001290311	Wnk2	49148328
chr13	49187529	49196251	+	NM_013610	Ninj1	49187529
chr13	49202951	49216026	-	NM_026738	Card19	49216026
chr13	49230689	49248706	-	NM_028340	Susd3	49248706
chr13	49230689	49248294	-	NM_025491	Susd3	49248294
chr13	49230689	49248294	-	NM_001360772	Susd3	49248294
chr13	49263110	49309208	-	NM_015759	Fgd3	49309208
chr13	49341549	49387026	+	NM_029791	Bicd2	49341549
chr13	49341549	49387026	+	NM_001039180	Bicd2	49341549
chr13	49341549	49387026	+	NM_001039179	Bicd2	49341549
chr13	49421223	49463060	+	NM_199056	Ippk	49421223
chr13	49421223	49463060	+	NR_075085	Ippk	49421223
chr13	49421614	49463060	+	NM_001276399	Ippk	49421614
chr13	49464059	49652731	-	NM_025495	Cenpp	49652731
chr13	49504810	49532789	+	NM_001012324	Ecm2	49504810
chr13	49544443	49567562	+	NM_025711	Aspn	49544443
chr13	49544443	49567562	+	NM_001172481	Aspn	49544443
chr13	49582462	49592611	+	NM_012050	Omd	49582462
chr13	49582462	49592611	+	NM_001360708	Omd	49582462
chr13	49608015	49624501	+	NM_008760	Ogn	49608015
chr13	49653078	49679016	+	NR_073167	Nol8	49653078
chr13	49653078	49679016	+	NM_001271397	Nol8	49653078
chr13	49653078	49679016	+	NR_073168	Nol8	49653078
chr13	49682130	49734267	+	NM_172015	Iars	49682130
chr13	50245181	50250308	-	NM_001033438	Gm906	50250308
chr13	50261815	50262869	+	NR_045474	2310081J21Rik	50261815
chr13	50417864	50433781	+	NR_154272	Fbxw17	50417864
chr13	50417864	50433781	+	NM_175401	Fbxw17	50417864
chr13	50417864	50433781	+	NR_154273	Fbxw17	50417864
chr13	50467307	50475355	+	NM_001033400	Nutm2	50467307
chr13	50544626	50544734	-	NR_030647	Mir683-2	50544734
chr13	50544626	50544734	-	NR_030453	Mir683-1	50544734
chr13	50600972	50601080	-	NR_030647_2	Mir683-2	50601080
chr13	50600972	50601080	-	NR_030453_2	Mir683-1	50601080
chr13	50643228	50645838	+	NM_001033770	Gm904	50643228
chr13	50679170	50680224	-	NR_045474_2	2310081J21Rik	50680224
chr13	50698329	50703409	+	NM_001244649	Gm8765	50698329
chr13	50753393	50765248	-	NR_045364	4930518P08Rik	50765248
chr13	51097738	51100727	-	NR_029463	9430083A17Rik	51100727
chr13	51100880	51152562	+	NM_146043	Spin1	51100880
chr13	51100880	51152562	+	NM_001283028	Spin1	51100880
chr13	51100880	51152562	+	NM_001283030	Spin1	51100880
chr13	51101547	51152562	+	NM_001283029	Spin1	51101547
chr13	51134318	51152562	+	NM_011462	Spin1	51134318
chr13	51171025	51175187	+	NM_029173	Nxnl2	51171025
chr13	51200084	51203066	-	NR_132443	Hist1h2al	51203066
chr13	51408618	51422797	+	NM_010101	S1pr3	51408618
chr13	51423391	51569451	-	NM_009167	Shc3	51569451
chr13	51645232	51650662	+	NM_025415	Cks2	51645232
chr13	51651708	51684044	+	NM_001308448	Secisbp2	51651708
chr13	51651708	51684044	+	NM_029279	Secisbp2	51651708
chr13	51701248	51793747	-	NM_001281880	Sema4d	51793747
chr13	51701248	51793747	-	NM_013660	Sema4d	51793747
chr13	51846675	51848474	+	NM_011817	Gadd45g	51846675
chr13	52096741	52124160	+	NR_045061	4921525O09Rik	52096741
chr13	52504375	52530836	-	NM_001024474	Diras2	52530836
chr13	52569880	52573225	-	NR_046069	Gm2848	52573225
chr13	52583437	52648792	+	NM_001198977	Syk	52583437
chr13	52596882	52648792	+	NM_011518	Syk	52596882
chr13	52729370	52757205	-	NR_027893	BB123696	52757205
chr13	52835110	52929677	-	NM_016709	Auh	52929677
chr13	52967209	52981039	-	NM_017373	Nfil3	52981039
chr13	53109317	53286124	-	NM_013846	Ror2	53286124
chr13	53332748	53377361	-	NM_009269	Sptlc1	53377361
chr13	53393689	53455630	+	NR_037991	Gm2762	53393689
chr13	53466881	53472780	-	NM_013601	Msx2	53472780
chr13	53635892	53639201	-	NR_131079	9530014B07Rik	53639201
chr13	53648585	53650081	+	NR_131010	4930555G21Rik	53648585
chr13	53912263	53915748	-	NR_152124	E130119H09Rik	53915748
chr13	54051184	54055658	-	NM_010076	Drd1	54055658
chr13	54051184	54054780	-	NM_001291801	Drd1	54054780
chr13	54071845	54108345	+	NM_027324	Sfxn1	54071845
chr13	54192129	54222432	+	NM_001010973	Hrh2	54192129
chr13	54192133	54236182	+	NR_153432	Hrh2	54192133
chr13	54302556	54312797	+	NR_155492	Cplx2	54302556
chr13	54302556	54383917	+	NM_001362218	Cplx2	54302556
chr13	54371349	54383917	+	NM_009946	Cplx2	54371349
chr13	54458837	54468840	-	NM_028597	Thoc3	54468840
chr13	54503805	54551290	+	NM_176987	Simc1	54503805
chr13	54551218	54565382	-	NM_133797	4833439L19Rik	54565382
chr13	54551218	54565382	-	NM_001252645	4833439L19Rik	54565382
chr13	54551218	54565382	-	NM_001252646	4833439L19Rik	54565382
chr13	54551218	54565382	-	NM_001252648	4833439L19Rik	54565382
chr13	54551218	54565382	-	NM_001252647	4833439L19Rik	54565382
chr13	54575013	54581128	+	NM_019968	Arl10	54575013
chr13	54578139	54578221	+	NR_162773	Mir1271	54578139
chr13	54584191	54590074	-	NM_178605	Nop16	54590074
chr13	54590231	54591147	+	NM_025933	Higd2a	54590231
chr13	54592386	54611373	-	NM_001347512	Cltb	54611373
chr13	54592386	54611373	-	NM_028870	Cltb	54611373
chr13	54621784	54664063	+	NM_178397	Faf2	54621784
chr13	54679399	54693960	-	NR_027396	Rnf44	54693960
chr13	54679399	54688200	-	NM_001146027	Rnf44	54688200
chr13	54679399	54687808	-	NM_001146025	Rnf44	54687808
chr13	54679399	54687808	-	NM_001146026	Rnf44	54687808
chr13	54679399	54687808	-	NM_134064	Rnf44	54687808
chr13	54679399	54693960	-	NR_027395	Rnf44	54693960
chr13	54701463	54736662	+	NM_001033364	Cdhr2	54701463
chr13	54736671	54749874	-	NM_001316710	Gprin1	54749874
chr13	54736671	54749874	-	NM_012014	Gprin1	54749874
chr13	54758860	54766595	-	NM_033610	Sncb	54766595
chr13	54758860	54766595	-	NM_001362407	Sncb	54766595
chr13	54783998	54788458	+	NM_001039683	Eif4e1b	54783998
chr13	54783998	54788458	+	NM_001286178	Eif4e1b	54783998
chr13	54783998	54788458	+	NR_104406	Eif4e1b	54783998
chr13	54783998	54788458	+	NM_001286180	Eif4e1b	54783998
chr13	54783998	54788458	+	NM_001286179	Eif4e1b	54783998
chr13	54783998	54788458	+	NR_104407	Eif4e1b	54783998
chr13	54783998	54788458	+	NM_001033269	Eif4e1b	54783998
chr13	54789405	54796775	+	NM_028841	Tspan17	54789405
chr13	54949411	55006018	+	NM_153131	Unc5a	54949411
chr13	54949411	55006018	+	NM_001311128	Unc5a	54949411
chr13	55005985	55021385	-	NM_001033245	Hk3	55021385
chr13	55005985	55020819	-	NM_001206391	Hk3	55020819
chr13	55005985	55021385	-	NM_001206392	Hk3	55021385
chr13	55005985	55020819	-	NM_001206390	Hk3	55020819
chr13	55027880	55100300	-	NM_001293660	Uimc1	55100300
chr13	55027880	55100300	-	NM_011307	Uimc1	55100300
chr13	55027880	55100300	-	NR_121592	Uimc1	55100300
chr13	55027880	55094406	-	NM_001359758	Uimc1	55094406
chr13	55027880	55094406	-	NM_001359757	Uimc1	55094406
chr13	55105309	55135071	+	NM_012017	Zfp346	55105309
chr13	55152818	55168759	+	NM_008011	Fgfr4	55152818
chr13	55209782	55318325	+	NM_008739	Nsd1	55209782
chr13	55319223	55321980	-	NM_009000	Rab24	55321980
chr13	55322055	55325272	+	NM_025596	Prelid1	55322055
chr13	55325170	55329731	-	NM_016662	Mxd3	55329731
chr13	55343833	55362783	-	NM_025828	Lman2	55362783
chr13	55369732	55384687	+	NM_016758	Rgs14	55369732
chr13	55369732	55384687	+	NM_001360714	Rgs14	55369732
chr13	55399648	55414695	+	NM_011392	Slc34a1	55399648
chr13	55414688	55415232	-	NM_029303	Pfn3	55415232
chr13	55417958	55426804	-	NM_021489	F12	55426804
chr13	55445072	55460927	+	NM_001286063	Grk6	55445072
chr13	55445331	55460927	+	NM_001286065	Grk6	55445331
chr13	55445331	55459577	+	NM_001286066	Grk6	55445331
chr13	55445331	55459577	+	NM_011938	Grk6	55445331
chr13	55445331	55460927	+	NM_001286064	Grk6	55445331
chr13	55445331	55460927	+	NM_001112711	Grk6	55445331
chr13	55445331	55460927	+	NM_001038018	Grk6	55445331
chr13	55453106	55453171	+	NR_105908	Mir6943	55453106
