name group
GSM3749947_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E12_AD012.chr3.normalized.rwr.bedpe B
GSM3749950_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_E1_AD007.chr3.normalized.rwr.bedpe B
GSM3750000_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F11_AD010.chr3.normalized.rwr.bedpe B
GSM3750003_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F12_AD004.chr3.normalized.rwr.bedpe B
GSM3750041_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD008.chr3.normalized.rwr.bedpe B
GSM3750046_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD008.chr3.normalized.rwr.bedpe B
GSM3750049_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD007.chr3.normalized.rwr.bedpe B
GSM3750050_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD008.chr3.normalized.rwr.bedpe B
GSM3750054_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G10_AD004.chr3.normalized.rwr.bedpe B
GSM3750069_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G1_AD002.chr3.normalized.rwr.bedpe B
GSM3750092_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD002.chr3.normalized.rwr.bedpe B
GSM3750116_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H10_AD007.chr3.normalized.rwr.bedpe B
GSM3750118_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H10_AD010.chr3.normalized.rwr.bedpe B
GSM3750125_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H12_AD001.chr3.normalized.rwr.bedpe B
GSM3750126_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H12_AD002.chr3.normalized.rwr.bedpe B
GSM3750131_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H12_AD010.chr3.normalized.rwr.bedpe B
GSM3750135_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H1_AD006.chr3.normalized.rwr.bedpe B
GSM3750175_190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H8_AD008.chr3.normalized.rwr.bedpe B
GSM3750216_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_A3_AD008.chr3.normalized.rwr.bedpe B
GSM3750228_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_A5_AD006.chr3.normalized.rwr.bedpe B
GSM3750230_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_A5_AD012.chr3.normalized.rwr.bedpe B
GSM3750232_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_A6_AD002.chr3.normalized.rwr.bedpe B
GSM3750268_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B12_AD007.chr3.normalized.rwr.bedpe B
GSM3750271_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B12_AD012.chr3.normalized.rwr.bedpe B
GSM3750276_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B1_AD008.chr3.normalized.rwr.bedpe B
GSM3750277_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B1_AD010.chr3.normalized.rwr.bedpe B
GSM3750296_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B4_AD010.chr3.normalized.rwr.bedpe B
GSM3750318_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B8_AD004.chr3.normalized.rwr.bedpe B
GSM3750327_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_B9_AD010.chr3.normalized.rwr.bedpe B
GSM3750330_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C10_AD002.chr3.normalized.rwr.bedpe B
GSM3750354_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C2_AD001.chr3.normalized.rwr.bedpe B
GSM3750376_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C5_AD010.chr3.normalized.rwr.bedpe B
GSM3750421_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_D12_AD010.chr3.normalized.rwr.bedpe B
GSM3750422_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_D12_AD012.chr3.normalized.rwr.bedpe B
GSM3750457_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_D6_AD012.chr3.normalized.rwr.bedpe B
GSM3750460_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_D7_AD004.chr3.normalized.rwr.bedpe B
GSM3750482_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E10_AD006.chr3.normalized.rwr.bedpe B
GSM3750483_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E10_AD007.chr3.normalized.rwr.bedpe B
GSM3750491_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E12_AD004.chr3.normalized.rwr.bedpe B
GSM3750496_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E12_AD012.chr3.normalized.rwr.bedpe B
GSM3750502_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E1_AD010.chr3.normalized.rwr.bedpe B
GSM3750510_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E2_AD012.chr3.normalized.rwr.bedpe B
GSM3750522_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E4_AD012.chr3.normalized.rwr.bedpe B
GSM3750524_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E5_AD002.chr3.normalized.rwr.bedpe B
GSM3750532_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E7_AD002.chr3.normalized.rwr.bedpe B
GSM3750535_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E7_AD008.chr3.normalized.rwr.bedpe B
GSM3750541_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_E8_AD007.chr3.normalized.rwr.bedpe B
GSM3750552_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F10_AD002.chr3.normalized.rwr.bedpe B
GSM3750563_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F12_AD001.chr3.normalized.rwr.bedpe B
GSM3750568_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F12_AD008.chr3.normalized.rwr.bedpe B
GSM3750586_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F3_AD010.chr3.normalized.rwr.bedpe B
GSM3750603_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F6_AD012.chr3.normalized.rwr.bedpe B
GSM3750606_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F7_AD004.chr3.normalized.rwr.bedpe B
GSM3750615_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_F8_AD008.chr3.normalized.rwr.bedpe B
GSM3750623_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD001.chr3.normalized.rwr.bedpe B
GSM3750625_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD004.chr3.normalized.rwr.bedpe B
GSM3750626_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD006.chr3.normalized.rwr.bedpe B
GSM3750660_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G4_AD007.chr3.normalized.rwr.bedpe B
GSM3750676_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G8_AD002.chr3.normalized.rwr.bedpe B
GSM3750682_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G9_AD004.chr3.normalized.rwr.bedpe B
GSM3750684_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G9_AD012.chr3.normalized.rwr.bedpe B
GSM3750690_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_H10_AD012.chr3.normalized.rwr.bedpe B
GSM3750700_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_H12_AD006.chr3.normalized.rwr.bedpe B
GSM3750702_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_H12_AD008.chr3.normalized.rwr.bedpe B
GSM3750741_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_H8_AD004.chr3.normalized.rwr.bedpe B
GSM3750744_190315_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_H8_AD010.chr3.normalized.rwr.bedpe B
GSM3750769_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A12_AD010.chr3.normalized.rwr.bedpe B
GSM3750771_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A1_AD001.chr3.normalized.rwr.bedpe B
GSM3750777_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A2_AD001.chr3.normalized.rwr.bedpe B
GSM3750783_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A2_AD012.chr3.normalized.rwr.bedpe B
GSM3750789_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A3_AD010.chr3.normalized.rwr.bedpe B
GSM3750810_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A7_AD004.chr3.normalized.rwr.bedpe B
GSM3750816_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A8_AD006.chr3.normalized.rwr.bedpe B
GSM3750820_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_A9_AD006.chr3.normalized.rwr.bedpe B
GSM3750827_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B10_AD006.chr3.normalized.rwr.bedpe B
GSM3750830_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B10_AD012.chr3.normalized.rwr.bedpe B
GSM3750848_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B1_AD008.chr3.normalized.rwr.bedpe B
GSM3750850_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B1_AD012.chr3.normalized.rwr.bedpe B
GSM3750862_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B3_AD010.chr3.normalized.rwr.bedpe B
GSM3750873_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B5_AD010.chr3.normalized.rwr.bedpe B
GSM3750881_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_B7_AD001.chr3.normalized.rwr.bedpe B
GSM3750909_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C12_AD002.chr3.normalized.rwr.bedpe B
GSM3750911_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C12_AD006.chr3.normalized.rwr.bedpe B
GSM3750914_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C12_AD010.chr3.normalized.rwr.bedpe B
GSM3750920_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C1_AD008.chr3.normalized.rwr.bedpe B
GSM3750927_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C2_AD007.chr3.normalized.rwr.bedpe B
GSM3750936_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C3_AD012.chr3.normalized.rwr.bedpe B
GSM3750941_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_C4_AD007.chr3.normalized.rwr.bedpe B
GSM3750978_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_D12_AD001.chr3.normalized.rwr.bedpe B
GSM3750994_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_D2_AD001.chr3.normalized.rwr.bedpe B
GSM3750999_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_D2_AD012.chr3.normalized.rwr.bedpe B
GSM3751022_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_D6_AD004.chr3.normalized.rwr.bedpe B
GSM3751051_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E10_AD004.chr3.normalized.rwr.bedpe B
GSM3751052_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E10_AD006.chr3.normalized.rwr.bedpe B
GSM3751056_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E10_AD012.chr3.normalized.rwr.bedpe B
GSM3751065_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E12_AD004.chr3.normalized.rwr.bedpe B
GSM3751066_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E12_AD006.chr3.normalized.rwr.bedpe B
GSM3751068_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E12_AD008.chr3.normalized.rwr.bedpe B
GSM3751070_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E12_AD012.chr3.normalized.rwr.bedpe B
GSM3751085_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E3_AD004.chr3.normalized.rwr.bedpe B
GSM3751088_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E3_AD008.chr3.normalized.rwr.bedpe B
GSM3751100_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E5_AD007.chr3.normalized.rwr.bedpe B
GSM3751104_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E6_AD001.chr3.normalized.rwr.bedpe B
GSM3751120_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_E8_AD008.chr3.normalized.rwr.bedpe B
GSM3751130_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F10_AD002.chr3.normalized.rwr.bedpe B
GSM3751132_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F10_AD006.chr3.normalized.rwr.bedpe B
GSM3751147_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F12_AD008.chr3.normalized.rwr.bedpe B
GSM3751148_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F12_AD010.chr3.normalized.rwr.bedpe B
GSM3751151_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F1_AD007.chr3.normalized.rwr.bedpe B
GSM3751153_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F1_AD012.chr3.normalized.rwr.bedpe B
GSM3751155_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F2_AD004.chr3.normalized.rwr.bedpe B
GSM3751156_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F2_AD006.chr3.normalized.rwr.bedpe B
GSM3751167_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F4_AD006.chr3.normalized.rwr.bedpe B
GSM3751190_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F8_AD001.chr3.normalized.rwr.bedpe B
GSM3751198_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_F9_AD001.chr3.normalized.rwr.bedpe B
GSM3751222_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G12_AD012.chr3.normalized.rwr.bedpe B
GSM3751229_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G1_AD012.chr3.normalized.rwr.bedpe B
GSM3751243_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G4_AD007.chr3.normalized.rwr.bedpe B
GSM3751268_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G8_AD006.chr3.normalized.rwr.bedpe B
GSM3751289_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD001.chr3.normalized.rwr.bedpe B
GSM3751293_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD008.chr3.normalized.rwr.bedpe B
GSM3751294_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H12_AD010.chr3.normalized.rwr.bedpe B
GSM3751296_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H1_AD001.chr3.normalized.rwr.bedpe B
GSM3751335_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H6_AD007.chr3.normalized.rwr.bedpe B
GSM3751344_190315_snm3Cseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_H8_AD006.chr3.normalized.rwr.bedpe B
GSM3751365_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD002.chr3.normalized.rwr.bedpe B
GSM3751371_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A12_AD012.chr3.normalized.rwr.bedpe B
GSM3751373_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD002.chr3.normalized.rwr.bedpe B
GSM3751376_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD010.chr3.normalized.rwr.bedpe B
GSM3751377_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A1_AD012.chr3.normalized.rwr.bedpe B
GSM3751378_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A2_AD001.chr3.normalized.rwr.bedpe B
GSM3751385_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A3_AD007.chr3.normalized.rwr.bedpe B
GSM3751395_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A6_AD002.chr3.normalized.rwr.bedpe B
GSM3751401_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_A6_AD012.chr3.normalized.rwr.bedpe B
GSM3751428_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B12_AD008.chr3.normalized.rwr.bedpe B
GSM3751431_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B1_AD002.chr3.normalized.rwr.bedpe B
GSM3751432_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B1_AD006.chr3.normalized.rwr.bedpe B
GSM3751452_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B5_AD002.chr3.normalized.rwr.bedpe B
GSM3751464_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B7_AD004.chr3.normalized.rwr.bedpe B
GSM3751475_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_B9_AD008.chr3.normalized.rwr.bedpe B
GSM3751490_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C12_AD006.chr3.normalized.rwr.bedpe B
GSM3751506_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C3_AD010.chr3.normalized.rwr.bedpe B
GSM3751507_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C3_AD012.chr3.normalized.rwr.bedpe B
GSM3751525_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C7_AD002.chr3.normalized.rwr.bedpe B
GSM3751594_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD012.chr3.normalized.rwr.bedpe B
GSM3751614_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD004.chr3.normalized.rwr.bedpe B
GSM3751616_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD007.chr3.normalized.rwr.bedpe B
GSM3751617_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD008.chr3.normalized.rwr.bedpe B
GSM3751619_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD012.chr3.normalized.rwr.bedpe B
GSM3751620_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD001.chr3.normalized.rwr.bedpe B
GSM3751636_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD002.chr3.normalized.rwr.bedpe B
GSM3751652_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD007.chr3.normalized.rwr.bedpe B
GSM3751654_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD010.chr3.normalized.rwr.bedpe B
GSM3751662_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD012.chr3.normalized.rwr.bedpe B
GSM3751664_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E9_AD004.chr3.normalized.rwr.bedpe B
GSM3751679_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD006.chr3.normalized.rwr.bedpe B
GSM3751680_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD008.chr3.normalized.rwr.bedpe B
GSM3751694_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F4_AD002.chr3.normalized.rwr.bedpe B
GSM3751707_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F6_AD006.chr3.normalized.rwr.bedpe B
GSM3751720_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F8_AD010.chr3.normalized.rwr.bedpe B
GSM3751740_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G12_AD004.chr3.normalized.rwr.bedpe B
GSM3751754_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G2_AD012.chr3.normalized.rwr.bedpe B
GSM3751756_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G3_AD002.chr3.normalized.rwr.bedpe B
GSM3751759_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G3_AD008.chr3.normalized.rwr.bedpe B
GSM3751771_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD001.chr3.normalized.rwr.bedpe B
GSM3751774_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD006.chr3.normalized.rwr.bedpe B
GSM3751793_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD008.chr3.normalized.rwr.bedpe B
GSM3751798_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD004.chr3.normalized.rwr.bedpe B
GSM3751808_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD004.chr3.normalized.rwr.bedpe B
GSM3751810_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD007.chr3.normalized.rwr.bedpe B
GSM3751813_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD012.chr3.normalized.rwr.bedpe B
GSM3751834_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H6_AD002.chr3.normalized.rwr.bedpe B
GSM3751839_190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H7_AD004.chr3.normalized.rwr.bedpe B
GSM3751876_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A2_AD012.chr3.normalized.rwr.bedpe B
GSM3751877_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A3_AD002.chr3.normalized.rwr.bedpe B
GSM3751906_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A9_AD004.chr3.normalized.rwr.bedpe B
GSM3751910_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A9_AD010.chr3.normalized.rwr.bedpe B
GSM3751915_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B10_AD006.chr3.normalized.rwr.bedpe B
GSM3751925_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD002.chr3.normalized.rwr.bedpe B
GSM3751929_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD012.chr3.normalized.rwr.bedpe B
GSM3751937_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B2_AD001.chr3.normalized.rwr.bedpe B
GSM3751939_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B2_AD006.chr3.normalized.rwr.bedpe B
GSM3751942_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B3_AD001.chr3.normalized.rwr.bedpe B
GSM3751946_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B3_AD008.chr3.normalized.rwr.bedpe B
GSM3751947_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B3_AD012.chr3.normalized.rwr.bedpe B
GSM3751952_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B5_AD004.chr3.normalized.rwr.bedpe B
GSM3751964_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B7_AD004.chr3.normalized.rwr.bedpe B
GSM3751969_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B8_AD001.chr3.normalized.rwr.bedpe B
GSM3751994_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_C12_AD012.chr3.normalized.rwr.bedpe B
GSM3752002_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_C3_AD002.chr3.normalized.rwr.bedpe B
GSM3752004_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_C3_AD007.chr3.normalized.rwr.bedpe B
GSM3752026_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_C7_AD012.chr3.normalized.rwr.bedpe B
GSM3752036_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D10_AD006.chr3.normalized.rwr.bedpe B
GSM3752044_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D12_AD001.chr3.normalized.rwr.bedpe B
GSM3752047_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D12_AD006.chr3.normalized.rwr.bedpe B
GSM3752050_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D12_AD012.chr3.normalized.rwr.bedpe B
GSM3752054_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D2_AD001.chr3.normalized.rwr.bedpe B
GSM3752061_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D3_AD004.chr3.normalized.rwr.bedpe B
GSM3752068_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D4_AD007.chr3.normalized.rwr.bedpe B
